"","HIGHER_1","HIGHER_2","extinctOrder.","order","suborder","family","genus","maxAll","minAll","midAll","intLength"
"4711","stem Eutheria","stem Eutheria",1,"Cimolesta","","Esthonychidae","Tapocyon",46.2,40.4,43.3,5.8
"4712","stem Eutheria","stem Eutheria",1,"Leptictida","","Leptictidae","Leptictis",40.4,30.8,35.6,9.6
"4713","stem Eutheria","stem Eutheria",1,"Leptictida","","Pseudorhyncocyonidae","Pseudorhyncocyon",38,33.9,35.95,4.1
"4714","stem Eutheria","stem Eutheria",1,"Cimolesta","","Coryphodontidae","Hypercoryphodon",37.2,33.9,35.55,3.3
"4715","stem Eutheria","stem Eutheria",1,"Cimolesta","","Pantolestidae","Chadronia",37.2,33.9,35.55,3.3
"4716","stem Eutheria","stem Eutheria",1,"Cimolesta","","Pantolestidae","Gobiopithecus",37.2,33.9,35.55,3.3
"4717","stem Eutheria","stem Eutheria",1,"Cimolesta","","Pantolestidae","Kiinkerishella",37.2,33.9,35.55,3.3
"4718","stem Eutheria","stem Eutheria",1,"Cimolesta","","Pantolestidae","Oboia",37.2,33.9,35.55,3.3
"4719","stem Eutheria","stem Eutheria",1,"Cimolesta","","Pantolestidae","Opsiclaenodon",37.2,33.9,35.55,3.3
"4720","stem Eutheria","stem Eutheria",1,"","","","Eutrochodon",37.2,33.9,35.55,3.3
"4721","stem Eutheria","stem Eutheria",1,"Leptictida","","Leptictidae","Megaleptictis",37.2,33.3,35.25,3.90000000000001
"4722","stem Eutheria","stem Eutheria",1,"Cimolesta","","Apatemyidae","Sinclairella",37.2,30.8,34,6.4
"4723","stem Eutheria","stem Eutheria",1,"Cimolesta","","Pantolestidae","Cryptopithecus",37.2,28.4,32.8,8.8
"4724","stem Eutheria","stem Eutheria",1,"Leptictida","","Leptictidae","Blacktops",33.9,33.3,33.6,0.600000000000001
"4725","stem Mammalia","stem Mammalia",1,"Docodonta","","Tegotheriidae","Sibirotherium",129.4,113,121.2,16.4
"4726","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Zhangolestes",125,93.9,109.45,31.1
"4727","stem Mammalia","stem Mammalia",1,"","","Mozomuridae","Mozomus",122.46,109,115.73,13.46
"4728","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Kulbeckia",93.5,86.3,89.9,7.2
"4729","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Zofialestes",83.6,72.1,77.85,11.5
"4730","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Barunlestes",83.6,70.6,77.1,13
"4731","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Zalambdalestes",83.6,70.6,77.1,13
"4732","stem Mammalia","stem Mammalia",1,"","","Bondesiidae","Bondesius",83.6,66,74.8,17.6
"4733","stem Mammalia","stem Mammalia",1,"","","Ferugliotheriidae","Ferugliotherium",83.6,66,74.8,17.6
"4734","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Gondwanatherium",83.6,66,74.8,17.6
"4735","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Alymlestes",83.5,70.6,77.05,12.9
"4736","stem Mammalia","stem Mammalia",1,"Gondwanatheria","","","Trapalcotherium",83.5,66,74.75,17.5
"4737","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Bharattherium",72.1,66,69.05,6.09999999999999
"4738","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Dakshina",72.1,66,69.05,6.09999999999999
"4739","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Lavanify",72.1,66,69.05,6.09999999999999
"4740","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Vintana",72.1,66,69.05,6.09999999999999
"4741","stem Mammalia","stem Mammalia",1,"","","Zalambdalestidae","Anchilestes",66,61.7,63.85,4.3
"4742","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Sudamerica",66,61.6,63.8,4.4
"4743","stem Mammalia","stem Mammalia",1,"Gondwanatheria","","","Groeberia",48.6,33.9,41.25,14.7
"4744","stem Mammalia","stem Mammalia",1,"","","Sudamericidae","Greniodon",47.8,41.3,44.55,6.5
"4745","stem Metatheria","stem Metatheria",1,"","","","Sinodelphys",129.4,125,127.2,4.40000000000001
"4746","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Oklatheridium",125,100.5,112.75,24.5
"4747","stem Metatheria","stem Metatheria",1,"","","Holoclemensiidae","Holoclemensia",122.46,100.5,111.48,21.96
"4748","stem Metatheria","stem Metatheria",1,"","","Pappotheriidae","Pappotherium",122.46,100.5,111.48,21.96
"4749","stem Metatheria","stem Metatheria",1,"","","","Sinbadelphys",113,93.5,103.25,19.5
"4750","stem Metatheria","stem Metatheria",1,"","","Stagodontidae","Pariadens",105.3,93.5,99.4,11.8
"4751","stem Metatheria","stem Metatheria",1,"","","","Adelodelphys",105.3,93.5,99.4,11.8
"4752","stem Metatheria","stem Metatheria",1,"","","","Dakotadens",105.3,93.5,99.4,11.8
"4753","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Tsagandelta",100.5,72.1,86.3,28.4
"4754","stem Metatheria","stem Metatheria",1,"","","","Varalphadon",100.5,70.6,85.55,29.9
"4755","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Lotheridium",100.5,66,83.25,34.5
"4756","stem Metatheria","stem Metatheria",1,"","","Alphadontidae","Eoalphadon",99.6,93.5,96.55,6.09999999999999
"4757","stem Metatheria","stem Metatheria",1,"","","","Arcantiodelphys",99.6,93.5,96.55,6.09999999999999
"4758","stem Metatheria","stem Metatheria",1,"","","Stagodontidae","Fumodelphodon",93.9,89.8,91.85,4.10000000000001
"4759","stem Metatheria","stem Metatheria",1,"","","Stagodontidae","Hoodootherium",93.9,89.8,91.85,4.10000000000001
"4760","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Sulestes",93.5,89.3,91.4,4.2
"4761","stem Metatheria","stem Metatheria",1,"","","Aquiladelphidae","Aquiladelphis",86.3,83.6,84.95,2.7
"4762","stem Metatheria","stem Metatheria",1,"","","Alphadontidae","Albertatherium",69.9,66.04,67.97,3.86
"4763","stem Metatheria","stem Metatheria",1,"","","","Iqualadelphis",86.3,70.6,78.45,15.7
"4764","stem Metatheria","stem Metatheria",1,"","","Alphadontidae","Alphadon",69.9,65.97,67.935,3.93000000000001
"4765","stem Metatheria","stem Metatheria",1,"Alphadontia","","Pediomyidae","Leptalestes",69.9,66.04,67.97,3.86
"4766","stem Metatheria","stem Metatheria",1,"","","","Asiatherium",83.6,72.1,77.85,11.5
"4767","stem Metatheria","stem Metatheria",1,"","","","Deltatheridium",83.6,70.6,77.1,13
"4768","stem Metatheria","stem Metatheria",1,"","","Alphadontidae","Turgidodon",69.9,66.04,67.97,3.86
"4769","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Hydotherium",83.5,70.6,77.05,12.9
"4770","stem Metatheria","stem Metatheria",1,"","","","Aenigmadelphys",83.5,70.6,77.05,12.9
"4771","stem Metatheria","stem Metatheria",1,"Deltatheroida","","","Deltatheroides",83.5,70.6,77.05,12.9
"4772","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Iugomortiferum",83.5,70.6,77.05,12.9
"4773","stem Metatheria","stem Metatheria",1,"","","","Anchistodelphys",83.5,70.6,77.05,12.9
"4774","stem Metatheria","stem Metatheria",1,"","","Stagodontidae","Didelphodon",69.9,66.04,67.97,3.86
"4775","stem Metatheria","stem Metatheria",1,"","","Stagodontidae","Eodelphis",69.9,66.04,67.97,3.86
"4776","stem Metatheria","stem Metatheria",1,"","","","Protalphadon",69.9,66.04,67.97,3.86
"4777","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Nanocuris",69.9,66.04,67.97,3.86
"4778","stem Metatheria","stem Metatheria",1,"","","Glasbiidae","Glasbius",69.9,66.04,67.97,3.86
"4779","stem Metatheria","stem Metatheria",1,"Alphadontia","","Pediomyidae","Aletridelphys",72.1,66,69.05,6.09999999999999
"4780","stem Metatheria","stem Metatheria",1,"Alphadontia","","Pediomyidae","Pediomys",69.9,66.04,67.97,3.86
"4781","stem Metatheria","stem Metatheria",1,"Alphadontia","","Pediomyidae","Protolambda",69.9,66.04,67.97,3.86
"4782","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Nortedelphys",69.9,66.04,67.97,3.86
"4783","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Maastrichtidelphys",70.6,66,68.3,4.59999999999999
"4784","stem Metatheria","stem Metatheria",1,"","","","Camptomus",70.6,66,68.3,4.59999999999999
"4785","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Thylacodon",66,63.3,64.65,2.7
"4786","stem Metatheria","stem Metatheria",1,"","","Jaskhadelphyidae","Jaskhadelphys",66,61.6,63.8,4.4
"4787","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Mayulestidae","Allqokirus",66,61.6,63.8,4.4
"4788","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Mayulestidae","Mayulestes",66,61.6,63.8,4.4
"4789","stem Metatheria","stem Metatheria",1,"","","Pucadelphydae","Andinodelphys",66,61.6,63.8,4.4
"4790","stem Metatheria","stem Metatheria",1,"","","Pucadelphydae","Pucadelphys",66,61.6,63.8,4.4
"4791","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Sillustaniidae","Roberthoffstetteria",66,61.6,63.8,4.4
"4792","stem Metatheria","stem Metatheria",1,"","","","Szalinia",66,61.6,63.8,4.4
"4793","stem Metatheria","stem Metatheria",1,"","","Sternbergiidae","Didelphopsis",66,48.6,57.3,17.4
"4794","stem Metatheria","stem Metatheria",1,"","","Derorhynchidae","Derorhynchus",66,33.9,49.95,32.1
"4795","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Golerdelphys",61.7,56.8,59.25,4.90000000000001
"4796","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Bonapartheriidae","Epidolops",59,48.6,53.8,10.4
"4797","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Procaroloameghinia",59,48.6,53.8,10.4
"4798","stem Metatheria","stem Metatheria",1,"","","Protodidelphidae","Guggenheimia",59,48.6,53.8,10.4
"4799","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Bobbschaefferia",59,48.6,53.8,10.4
"4800","stem Metatheria","stem Metatheria",1,"","","","Monodelphopsis",59,48.6,53.8,10.4
"4801","stem Metatheria","stem Metatheria",1,"","","Protodidelphidae","Protodidelphis",59,41.3,50.15,17.7
"4802","stem Metatheria","stem Metatheria",1,"","","","Gashternia",59,41.3,50.15,17.7
"4803","stem Metatheria","stem Metatheria",1,"","","","Marmosopsis",59,41.3,50.15,17.7
"4804","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Polydolopidae","Polydolops",59,33.9,46.45,25.1
"4805","stem Metatheria","stem Metatheria",1,"","","Sternbergiidae","Carolopaulacoutoia",59,5.333,32.1665,53.667
"4806","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Deltatheridiidae","Gurbanodelta",58.7,55.8,57.25,2.90000000000001
"4807","stem Metatheria","stem Metatheria",1,"","","Jaskhadelphyidae","Minusculodelphis",58.7,48.6,53.65,10.1
"4808","stem Metatheria","stem Metatheria",1,"","","Protodidelphidae","Carolocoutoia",58.7,48.6,53.65,10.1
"4809","stem Metatheria","stem Metatheria",1,"","","Protodidelphidae","Periprotodidelphis",58.7,48.6,53.65,10.1
"4810","stem Metatheria","stem Metatheria",1,"","","Protodidelphidae","Zeusdelphys",58.7,48.6,53.65,10.1
"4811","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Sillustaniidae","Sillustania",58.7,48.6,53.65,10.1
"4812","stem Metatheria","stem Metatheria",1,"","","Stagodontidae","Eobrasilia",58.7,48.6,53.65,10.1
"4813","stem Metatheria","stem Metatheria",1,"","","Sternbergiidae","Itaboraidelphys",58.7,48.6,53.65,10.1
"4814","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Chulpasia",58.7,47.8,53.25,10.9
"4815","stem Metatheria","stem Metatheria",1,"","","","Palangania",58.7,41.3,50,17.4
"4816","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Patene",58.7,28.4,43.55,30.3
"4817","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Indodelphis",56,47.8,51.9,8.2
"4818","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Thylacotinga",56,47.8,51.9,8.2
"4819","stem Metatheria","stem Metatheria",1,"","","","Archaeonothos",56,47.8,51.9,8.2
"4820","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Polydolopidae","Antarctodolops",56,38,47,18
"4821","stem Metatheria","stem Metatheria",1,"","","Derorhynchidae","Pauladelphys",56,33.9,44.95,22.1
"4822","stem Metatheria","stem Metatheria",1,"","","Derorhynchidae","Xenostylos",56,33.9,44.95,22.1
"4823","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Polydolopidae","Amphidolops",56,33.9,44.95,22.1
"4824","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Prepidolopidae","Perrodelphys",56,33.9,44.95,22.1
"4825","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Peratherium",56,23.03,39.515,32.97
"4826","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Herpetotherium",56,15.97,35.985,40.03
"4827","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Amphiperatherium",56,12.75,34.375,43.25
"4828","stem Metatheria","stem Metatheria",1,"Deltatheroida","","Arctocyonidae","Anacodon",59.99,56.5,58.245,3.49
"4829","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Sipalocyon",55.8,11.608,33.704,44.192
"4830","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Angelocabrerus",48.6,37.2,42.9,11.4
"4831","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Nemolestes",48.6,37.2,42.9,11.4
"4832","stem Metatheria","stem Metatheria",1,"","","Derorhynchidae","Coona",48.6,37.2,42.9,11.4
"4833","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Polydolopidae","Eudolops",48.6,37.2,42.9,11.4
"4834","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Polydolopidae","Pseudolops",48.6,37.2,42.9,11.4
"4835","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Proborhyaenidae","Arminiheringia",48.6,37.2,42.9,11.4
"4836","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Prepidolops",48.6,37.2,42.9,11.4
"4837","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Bonapartheriidae","Bonapartherium",48.6,33.9,41.25,14.7
"4838","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Argyrolestes",48.6,33.9,41.25,14.7
"4839","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Caroloameghinia",48.6,33.9,41.25,14.7
"4840","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Proborhyaenidae","Callistoe",48.6,33.9,41.25,14.7
"4841","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Procladosictis",48.6,33.9,41.25,14.7
"4842","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Wamradolops",48.6,28.4,38.5,20.2
"4843","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Polydolopidae","Kramadolops",48.6,23.03,35.815,25.57
"4844","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Rosendolopidae","Rosendolops",48.6,23.03,35.815,25.57
"4845","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Acrocyon",48.6,15.97,32.285,32.63
"4846","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Proborhyaenidae","Proborhyaena",48.6,15.97,32.285,32.63
"4847","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Cladosictis",48.6,11.608,30.104,36.992
"4848","stem Metatheria","stem Metatheria",1,"","","","Anatoliadelphys",47.8,41.3,44.55,6.5
"4849","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Copedelphys",40.4,33.3,36.85,7.1
"4850","stem Metatheria","stem Metatheria",1,"","","","Ghamidtherium",38,33.9,35.95,4.1
"4851","stem Metatheria","stem Metatheria",1,"","","Glasbiidae","Reigia",37.2,33.9,35.55,3.3
"4852","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Didelphidectes",37.2,33.9,35.55,3.3
"4853","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Prepidolopidae","Punadolops",37.2,33.9,35.55,3.3
"4854","stem Metatheria","stem Metatheria",1,"","","Jaskhadelphyidae","Kiruwamaq",37.2,28.4,32.8,8.8
"4855","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Prepidolopidae","Incadolops",37.2,28.4,32.8,8.8
"4856","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Rosendolopidae","Hondonadia",37.2,23.03,30.115,14.17
"4857","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Pharsophorus",37.2,21,29.1,16.2
"4858","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Argyrolagidae","Klohnia",33.9,28.4,31.15,5.5
"4859","stem Metatheria","stem Metatheria",1,"","","Glasbiidae","Periakros",33.9,28.4,31.15,5.5
"4860","stem Metatheria","stem Metatheria",1,"","","Herpetotheriidae","Asiadidelphis",33.9,28.4,31.15,5.5
"4861","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Canchadelphys",33.9,28.4,31.15,5.5
"4862","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Praedens",33.9,28.4,31.15,5.5
"4863","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","","Epiklohnia",33.9,23.03,28.465,10.87
"4864","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Australohyaena",29,21,25,8
"4865","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Fredszalaya",29,21,25,8
"4866","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Proborhyaenidae","Paraborhyaena",29,21,25,8
"4867","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Andinogale",29,21,25,8
"4868","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Notogale",29,21,25,8
"4869","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Sallacyon",29,21,25,8
"4870","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Argyrolagidae","Proargyrolagus",29,17.5,23.25,11.5
"4871","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Perathereutes",23.03,15.97,19.5,7.06
"4872","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Arctodictis",23.03,11.608,17.319,11.422
"4873","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Borhyaena",23.03,11.608,17.319,11.422
"4874","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Prothylacynus",23.03,11.608,17.319,11.422
"4875","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Lycopsis",23.03,9,16.015,14.03
"4876","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Argyrolagidae","Anargyrolagus",21,17.5,19.25,3.5
"4877","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Pseudothylacynus",21,17.5,19.25,3.5
"4878","stem Metatheria","stem Metatheria",1,"","","","Patagonia",21,17.5,19.25,3.5
"4879","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Acyon",21,11.608,16.304,9.392
"4880","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Pseudonotictis",17.5,16.3,16.9,1.2
"4881","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Thylacosmilidae","Anachlysictis",16.3,15.5,15.9,0.800000000000001
"4882","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Argyrolagidae","Hondalagus",15.97,11.608,13.789,4.362
"4883","stem Metatheria","stem Metatheria",1,"Alphadontia","","Peradectidae","Siamoperadectes",15.97,11.608,13.789,4.362
"4884","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Thylacosmilidae","Patagosmilus",15.97,11.608,13.789,4.362
"4885","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Dukecynus",13.8,11.8,12.8,2
"4886","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Notictis",11.62,6.8,9.21,4.82
"4887","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Stylocynus",11.62,6.8,9.21,4.82
"4888","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Borhyaenidae","Pseudolycopsis",11.608,5.333,8.4705,6.275
"4889","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Chasicostylus",11.608,5.333,8.4705,6.275
"4890","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Borhyaenidium",11.608,4,7.804,7.608
"4891","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Argyrolagidae","Microtragulus",11.608,0.0117,5.80985,11.5963
"4892","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Contrerascynus",10,9,9.5,1
"4893","stem Metatheria","stem Metatheria",1,"Sparassodonta","","Thylacosmilidae","Thylacosmilus",9,2.588,5.794,6.412
"4894","stem Metatheria","stem Metatheria",1,"Sparassodonta","","","Notocynus",6.8,4,5.4,2.8
"4895","stem Metatheria","stem Metatheria",1,"","","Numbigilgidae","Numbigilga",5.333,3.6,4.4665,1.733
"4896","stem Metatheria","stem Metatheria",1,"Polydolopimorphia","","Argyrolagidae","Argyrolagus",5.333,2.588,3.9605,2.745
"4897","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Spalacotherium",130,125.45,127.725,4.55
"4898","stem Theria","stem Theria",1,"Eutriconodonta","","Gobiconodontidae","Gobiconodon",130,100.5,115.25,29.5
"4899","stem Theria","stem Theria",1,"Dryolestida","","","Crusafontia",130,125.45,127.725,4.55
"4900","stem Theria","stem Theria",1,"Multituberculata","","","Iberica",130,125.45,127.725,4.55
"4901","stem Theria","stem Theria",1,"Multituberculata","","Eobaataridae","Eobaatar",130,100.5,115.25,29.5
"4902","stem Theria","stem Theria",1,"Multituberculata","","Eobaataridae","Parendotherium",130,125.45,127.725,4.55
"4903","stem Theria","stem Theria",1,"Eutriconodonta","","Gobiconodontidae","Spinolestes",130,125.45,127.725,4.55
"4904","stem Theria","stem Theria",1,"Multituberculata","","Paulchoffatiidae","Galveodon",130,125.45,127.725,4.55
"4905","stem Theria","stem Theria",1,"Multituberculata","","Pinheirodontidae","Lavocatia",130,125.45,127.725,4.55
"4906","stem Theria","stem Theria",1,"Eutriconodonta","","","Jeholodens",130,122.46,126.23,7.54000000000001
"4907","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Symmetrolestes",130,113,121.5,17
"4908","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Akidolestes",129.4,125,127.2,4.40000000000001
"4909","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Yaverlestes",129.4,125,127.2,4.40000000000001
"4910","stem Theria","stem Theria",1,"Eutriconodonta","","","Chaoyangodens",129.4,125,127.2,4.40000000000001
"4911","stem Theria","stem Theria",1,"Eutriconodonta","","Jeholodentidae","Yanoconodon",129.4,122.46,125.93,6.94000000000001
"4912","stem Theria","stem Theria",1,"Symmetrodonta","","","Zhangheotherium",129.4,122.46,125.93,6.94000000000001
"4913","stem Theria","stem Theria",1,"","","","Vincelestes",129.4,122.46,125.93,6.94000000000001
"4914","stem Theria","stem Theria",1,"Eutriconodonta","","Amphidontidae","Acinacodus",129.4,113,121.2,16.4
"4915","stem Theria","stem Theria",1,"Symmetrodonta","","Tinodontidae","Yermakia",129.4,113,121.2,16.4
"4916","stem Theria","stem Theria",1,"Symmetrodonta","","Zhangheotheriidae","Kiyatherium",129.4,100.5,114.95,28.9
"4917","stem Theria","stem Theria",1,"Multituberculata","","","Sinobaatar",129.4,100.5,114.95,28.9
"4918","stem Theria","stem Theria",1,"Eutriconodonta","","Gobiconodontidae","Meemannodon",125.45,122.46,123.955,2.99000000000001
"4919","stem Theria","stem Theria",1,"Eutriconodonta","","Gobiconodontidae","Repenomamus",125.45,122.46,123.955,2.99000000000001
"4920","stem Theria","stem Theria",1,"Eutriconodonta","","Triconodontidae","Arundelconodon",125.45,122.46,123.955,2.99000000000001
"4921","stem Theria","stem Theria",1,"Symmetrodonta","","Zhangheotheriidae","Anebodon",125.45,122.46,123.955,2.99000000000001
"4922","stem Theria","stem Theria",1,"Symmetrodonta","","","Maotherium",125.45,122.46,123.955,2.99000000000001
"4923","stem Theria","stem Theria",1,"","","","Juchilestes",125.45,122.46,123.955,2.99000000000001
"4924","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Lactodens",125,113,119,12
"4925","stem Theria","stem Theria",1,"Eutriconodonta","","","Liaoconodon",125,113,119,12
"4926","stem Theria","stem Theria",1,"Multituberculata","","Albionbaataridae","Kielanobaatar",125,100.5,112.75,24.5
"4927","stem Theria","stem Theria",1,"Multituberculata","","Arginbaataridae","Arginbaatar",125,100.5,112.75,24.5
"4928","stem Theria","stem Theria",1,"Multituberculata","","Eobaataridae","Heishanobaatar",125,100.5,112.75,24.5
"4929","stem Theria","stem Theria",1,"Multituberculata","","Eobaataridae","Liaobaatar",125,100.5,112.75,24.5
"4930","stem Theria","stem Theria",1,"Multituberculata","","Eobaataridae","Monobaatar",125,100.5,112.75,24.5
"4931","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Heishanlestes",125,100.5,112.75,24.5
"4932","stem Theria","stem Theria",1,"Eutriconodonta","","Triconodontidae","Meiconodon",125,100.5,112.75,24.5
"4933","stem Theria","stem Theria",1,"Multituberculata","","","Bryceomys",125,100.5,112.75,24.5
"4934","stem Theria","stem Theria",1,"Multituberculata","","","Janumys",125,100.5,112.75,24.5
"4935","stem Theria","stem Theria",1,"Tribosphenida","","","Kielantherium",125,100.5,112.75,24.5
"4936","stem Theria","stem Theria",1,"","","","Arguimus",125,100.5,112.75,24.5
"4937","stem Theria","stem Theria",1,"","","","Gobiotheriodon",125,100.5,112.75,24.5
"4938","stem Theria","stem Theria",1,"Multituberculata","","Corriebaataridae","Corriebaatar",122.46,112.03,117.245,10.43
"4939","stem Theria","stem Theria",1,"Multituberculata","","","Argillomys",122.46,112.03,117.245,10.43
"4940","stem Theria","stem Theria",1,"","","Kermackiidae","Kermackia",122.46,100.5,111.48,21.96
"4941","stem Theria","stem Theria",1,"","","","Argaliatherium",113,100.5,106.75,12.5
"4942","stem Theria","stem Theria",1,"","","","Carinalestes",113,100.5,106.75,12.5
"4943","stem Theria","stem Theria",1,"","","","Culicolestes",105.3,93.5,99.4,11.8
"4944","stem Theria","stem Theria",1,"Multituberculata","","Kogaionidae","Barbatodon",100.5,66,83.25,34.5
"4945","stem Theria","stem Theria",1,"Multituberculata","","","Yubaatar",100.5,66,83.25,34.5
"4946","stem Theria","stem Theria",1,"Meridiolestida","","","Cronopio",99.6,93.5,96.55,6.09999999999999
"4947","stem Theria","stem Theria",1,"Multituberculata","","","Dakotamys",99.6,93.5,96.55,6.09999999999999
"4948","stem Theria","stem Theria",1,"Multituberculata","","","Cedaromys",99.6,70.6,85.1,29
"4949","stem Theria","stem Theria",1,"Multituberculata","","","Paracimexomys",69.9,66.04,67.97,3.86
"4950","stem Theria","stem Theria",1,"Symmetrodonta","","Spalacotheriidae","Shalbaatar",93.5,89.3,91.4,4.2
