"","HIGHER_1","HIGHER_2","extinctOrder.","order","suborder","family","genus","maxAll","minAll","midAll","intLength"
"1049","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Trischizolagus",23.03,2.588,12.809,20.442
"1050","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Occitanomys",23.03,2.588,12.809,20.442
"1051","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Atlantoxerus",23.03,2.588,12.809,20.442
"1052","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Spermophilinus",23.03,2.588,12.809,20.442
"1053","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Saidomys",23.03,1.806,12.418,21.224
"1054","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Copemys",23.03,1.8,12.415,21.23
"1055","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Lepoides",23.03,1.8,12.415,21.23
"1056","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Miopetaurista",23.03,1.8,12.415,21.23
"1057","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Paenemarmota",23.03,1.8,12.415,21.23
"1058","Euarchontoglires","Placentalia",0,"Rodentia","","Arvicolinae","Mimomys",23.03,0.0117,11.52085,23.0183
"1059","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Dipoides",23.03,0.0117,11.52085,23.0183
"1060","Euarchontoglires","Placentalia",0,"Primates","","Cercopithecidae","Paracolobus",23.03,0.0117,11.52085,23.0183
"1061","Euarchontoglires","Placentalia",0,"Primates","","Cercopithecidae","Parapapio",23.03,0.0117,11.52085,23.0183
"1062","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Cricetus",23.03,0.0117,11.52085,23.0183
"1063","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Dolomys",23.03,0.0117,11.52085,23.0183
"1064","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Myomimus",23.03,0.0117,11.52085,23.0183
"1065","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Hypolagus",23.03,0.0117,11.52085,23.0183
"1066","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Castillomys",23.03,0.0117,11.52085,23.0183
"1067","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Stephanomys",23.03,0.0117,11.52085,23.0183
"1068","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Ochotonoides",23.03,0.0117,11.52085,23.0183
"1069","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Prolagus",23.03,0.0117,11.52085,23.0183
"1070","Euarchontoglires","Placentalia",0,"Rodentia","","Caviidae","Hydrochoerus",23.03,0,11.515,23.03
"1071","Euarchontoglires","Placentalia",0,"Primates","","Cercopithecidae","Cercopithecus",23.03,0,11.515,23.03
"1072","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Neotoma",23.03,0,11.515,23.03
"1073","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Peromyscus",23.03,0,11.515,23.03
"1074","Euarchontoglires","Placentalia",0,"Rodentia","","Heteromyidae","Perognathus",23.03,0,11.515,23.03
"1075","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Acomys",23.03,0,11.515,23.03
"1076","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Apodemus",23.03,0,11.515,23.03
"1077","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Paraethomys",23.03,0,11.515,23.03
"1078","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Praomys",23.03,0,11.515,23.03
"1079","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Saccostomus",23.03,0,11.515,23.03
"1080","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Ammospermophilus",23.03,0,11.515,23.03
"1081","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Eutamias",23.03,0,11.515,23.03
"1082","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Petauristodon",23.03,0,11.515,23.03
"1083","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Spermophilus",23.03,0,11.515,23.03
"1084","Euarchontoglires","Placentalia",0,"Rodentia","","Thryonomyidae","Thryonomys",23.03,0,11.515,23.03
"1085","Euarchontoglires","Placentalia",0,"Rodentia","","Aplodontidae","Paracitellus",22.4,20,21.2,2.4
"1086","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Plesiodyromys",22.4,20,21.2,2.4
"1087","Euarchontoglires","Placentalia",0,"Rodentia","","Phiomyidae","Andrewsimys",22.4,20,21.2,2.4
"1088","Euarchontoglires","Placentalia",0,"Primates","","Proconsulidae","Morotopithecus",22.4,20,21.2,2.4
"1089","Euarchontoglires","Placentalia",0,"Primates","","","Kogolepithecus",22.4,20,21.2,2.4
"1090","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Nievella",22.4,16.9,19.65,5.5
"1091","Euarchontoglires","Placentalia",0,"Rodentia","","Kenyamyidae","Simonimys",22.4,15.97,19.185,6.43
"1092","Euarchontoglires","Placentalia",0,"Primates","","Proconsulidae","Afropithecus",22.4,15.97,19.185,6.43
"1093","Euarchontoglires","Placentalia",0,"Primates","","Galagidae","Komba",22.4,13.82,18.11,8.58
"1094","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Paraglis",22.4,13.82,18.11,8.58
"1095","Euarchontoglires","Placentalia",0,"Rodentia","","Anomaluridae","Zenkerella",22.4,11.62,17.01,10.78
"1096","Euarchontoglires","Placentalia",0,"Primates","","Victoriapithecidae","Victoriapithecus",22.4,11.62,17.01,10.78
"1097","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Myoglis",22.4,8.7,15.55,13.7
"1098","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Dolichocebus",21,17.5,19.25,3.5
"1099","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Tremacebus",21,17.5,19.25,3.5
"1100","Euarchontoglires","Placentalia",0,"Rodentia","","Cephalomyidae","Soriamys",21,17.5,19.25,3.5
"1101","Euarchontoglires","Placentalia",0,"Rodentia","","Echimyidae","Gaimanomys",21,17.5,19.25,3.5
"1102","Euarchontoglires","Placentalia",0,"Rodentia","","Echimyidae","Paradelphomys",21,17.5,19.25,3.5
"1103","Euarchontoglires","Placentalia",0,"Rodentia","","Erethizontidae","Hypsosteiromys",21,17.5,19.25,3.5
"1104","Euarchontoglires","Placentalia",0,"Rodentia","","Erethizontidae","Parasteiromys",21,17.5,19.25,3.5
"1105","Euarchontoglires","Placentalia",0,"Primates","","Homunculidae","Mazzonicebus",21,17.5,19.25,3.5
"1106","Euarchontoglires","Placentalia",0,"Primates","","","Chilecebus",21,17.5,19.25,3.5
"1107","Euarchontoglires","Placentalia",0,"Rodentia","","","Dudumus",21,17.5,19.25,3.5
"1108","Euarchontoglires","Placentalia",0,"Rodentia","","","Prospaniomys",21,17.5,19.25,3.5
"1109","Euarchontoglires","Placentalia",0,"Rodentia","","","Protacaremys",21,11.608,16.304,9.392
"1110","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Paratarsomys",20.44,15.97,18.205,4.47
"1111","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Praearmantomys",20.44,15.97,18.205,4.47
"1112","Euarchontoglires","Placentalia",0,"Primates","","Lorisidae","Progalago",20.44,15.97,18.205,4.47
"1113","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Afrocricetodon",20.44,15.97,18.205,4.47
"1114","Euarchontoglires","Placentalia",0,"Rodentia","","Phiomyidae","Ugandamys",20.44,15.97,18.205,4.47
"1115","Euarchontoglires","Placentalia",0,"Primates","","Pliopithecidae","Dionysopithecus",20.44,15.97,18.205,4.47
"1116","Euarchontoglires","Placentalia",0,"Primates","","Pliopithecidae","Platodontopithecus",20.44,15.97,18.205,4.47
"1117","Euarchontoglires","Placentalia",0,"Primates","","Proconsulidae","Turkanapithecus",20.44,15.97,18.205,4.47
"1118","Euarchontoglires","Placentalia",0,"Rodentia","","Thryonomyidae","Epiphiomys",20.44,15.97,18.205,4.47
"1119","Euarchontoglires","Placentalia",0,"Primates","","","Lomorupithecus",20.44,15.97,18.205,4.47
"1120","Euarchontoglires","Placentalia",0,"Rodentia","","","Lavocatomys",20.44,15.97,18.205,4.47
"1121","Euarchontoglires","Placentalia",0,"Rodentia","","Myophiomyidae","Elmerimys",20.44,13.82,17.13,6.62
"1122","Euarchontoglires","Placentalia",0,"Primates","","","Kalepithecus",20.44,13.82,17.13,6.62
"1123","Euarchontoglires","Placentalia",0,"Rodentia","","Eomyidae","Ligerimys",20.44,13.65,17.045,6.79
"1124","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Prodryomys",20.44,13.65,17.045,6.79
"1125","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Limnopithecus",20.44,11.62,16.03,8.82
"1126","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Kenyalagomys",20.44,11.62,16.03,8.82
"1127","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Miodyromys",20.44,11.1,15.77,9.34
"1128","Euarchontoglires","Placentalia",0,"Primates","","Pliopithecidae","Pliopithecus",20.44,7.246,13.843,13.194
"1129","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Muscardinus",20.44,0.0117,10.22585,20.4283
"1130","Euarchontoglires","Placentalia",0,"Rodentia","","Allomyidae","Rudiomys",20.43,15.97,18.2,4.46
"1131","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Yatkolamys",20.43,15.97,18.2,4.46
"1132","Euarchontoglires","Placentalia",0,"Rodentia","","Eomyidae","Megapeomys",20.43,15.97,18.2,4.46
"1133","Euarchontoglires","Placentalia",0,"Rodentia","","Florentiamyidae","Fanimus",20.43,15.97,18.2,4.46
"1134","Euarchontoglires","Placentalia",0,"Rodentia","","Heteromyidae","Stratimus",20.43,15.97,18.2,4.46
"1135","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Sciurion",20.43,15.97,18.2,4.46
"1136","Euarchontoglires","Placentalia",0,"Rodentia","","Heteromyidae","Peridiomys",20.43,13.6,17.015,6.83
"1137","Euarchontoglires","Placentalia",0,"Rodentia","","Geomyidae","Phelosaccomys",20.43,10.3,15.365,10.13
"1138","Euarchontoglires","Placentalia",0,"Rodentia","","Mylagaulidae","Pterogaulus",20.43,10.3,15.365,10.13
"1139","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Euroxenomys",20.43,8.7,14.565,11.73
"1140","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Pronotolagus",20.43,4.9,12.665,15.53
"1141","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Karydomys",20,13.65,16.825,6.35
"1142","Euarchontoglires","Placentalia",0,"Rodentia","","Acaremyidae","Pseudoacaremys",17.5,16.3,16.9,1.2
"1143","Euarchontoglires","Placentalia",0,"Rodentia","","Eocardiidae","Schistomys",17.5,16.3,16.9,1.2
"1144","Euarchontoglires","Placentalia",0,"Rodentia","","Echimyidae","Maruchito",17.5,11.608,14.554,5.892
"1145","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Aktaumys",16.9,15.97,16.435,0.929999999999998
"1146","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Seorsumuscardinus",16.9,15.97,16.435,0.929999999999998
"1147","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Aliveria",16.9,15.97,16.435,0.929999999999998
"1148","Euarchontoglires","Placentalia",0,"Rodentia","","Spalacidae","Heramys",16.9,15.97,16.435,0.929999999999998
"1149","Euarchontoglires","Placentalia",0,"Primates","","","Prohylobates",16.9,15.97,16.435,0.929999999999998
"1150","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Ratufa",16.9,11.608,14.254,5.292
"1151","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Forsythia",16.9,11.1,14,5.8
"1152","Euarchontoglires","Placentalia",0,"Rodentia","","Anomalomyidae","Anomalomys",16.9,4.2,10.55,12.7
"1153","Euarchontoglires","Placentalia",0,"Rodentia","","Spalacidae","Pliospalax",16.9,0.781,8.8405,16.119
"1154","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Hylopetes",16.9,0.0117,8.45585,16.8883
"1155","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Tamias",16.9,0,8.45,16.9
"1156","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Xerus",16.9,0,8.45,16.9
"1157","Euarchontoglires","Placentalia",0,"Rodentia","","Dasyproctidae","Microscleromys",16.3,11.8,14.05,4.5
"1158","Euarchontoglires","Placentalia",0,"Rodentia","","Dasyproctidae","Alloiomys",16.3,11.608,13.954,4.692
"1159","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Saimiri",16.3,0,8.15,16.3
"1160","Euarchontoglires","Placentalia",0,"Primates","","","Aotus",16.3,0,8.15,16.3
"1161","Euarchontoglires","Placentalia",0,"Rodentia","","Anomaluridae","Anomalurus",15.97,13.82,14.895,2.15
"1162","Euarchontoglires","Placentalia",0,"Primates","","Proconsulidae","Nyanzapithecus",15.97,13.82,14.895,2.15
"1163","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Heissigia",15.97,13.65,14.81,2.32
"1164","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Temperocastor",15.97,13.6,14.785,2.37
"1165","Euarchontoglires","Placentalia",0,"Rodentia","","Mylagaulidae","Umbogaulus",15.97,13.6,14.785,2.37
"1166","Euarchontoglires","Placentalia",0,"Rodentia","","Zapodidae","Miosicista",15.97,13.6,14.785,2.37
"1167","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Lartetomys",15.97,12.75,14.36,3.22
"1168","Euarchontoglires","Placentalia",0,"Rodentia","","Dasyproctidae","Mesoprocta",15.97,11.608,13.789,4.362
"1169","Euarchontoglires","Placentalia",0,"Rodentia","","Echimyidae","Quebradahondomys",15.97,11.608,13.789,4.362
"1170","Euarchontoglires","Placentalia",0,"Rodentia","","Eocardiidae","Megastus",15.97,11.608,13.789,4.362
"1171","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Altomiramys",15.97,11.608,13.789,4.362
"1172","Euarchontoglires","Placentalia",0,"Primates","","Lorisidae","Mioeuoticus",15.97,11.608,13.789,4.362
"1173","Euarchontoglires","Placentalia",0,"Primates","","Pitheciidae","Propithecia",15.97,11.608,13.789,4.362
"1174","Euarchontoglires","Placentalia",0,"Rodentia","","","Guiomys",15.97,11.608,13.789,4.362
"1175","Euarchontoglires","Placentalia",0,"Rodentia","","","Microcardiodon",15.97,11.608,13.789,4.362
"1176","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Nothodipoides",15.97,10.3,13.135,5.67
"1177","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Panolax",15.97,10.3,13.135,5.67
"1178","Euarchontoglires","Placentalia",0,"Lagomorpha","","","Eurolagus",15.97,9.7,12.835,6.27
"1179","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Tempestia",15.97,8.7,12.335,7.27
"1180","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Chalicomys",15.97,5.333,10.6515,10.637
"1181","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Byzantinia",15.97,5.333,10.6515,10.637
"1182","Euarchontoglires","Placentalia",0,"Rodentia","","Ctenodactylidae","Africanomys",15.97,5.333,10.6515,10.637
"1183","Euarchontoglires","Placentalia",0,"Rodentia","","Eomyidae","Eomyops",15.97,5.333,10.6515,10.637
"1184","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Sivapithecus",15.97,5.333,10.6515,10.637
"1185","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Albanensia",15.97,5.333,10.6515,10.637
"1186","Euarchontoglires","Placentalia",0,"Rodentia","","Geomyidae","Parapliosaccomys",15.97,4.9,10.435,11.07
"1187","Euarchontoglires","Placentalia",0,"Rodentia","","Heteromyidae","Diprionomys",15.97,4.9,10.435,11.07
"1188","Euarchontoglires","Placentalia",0,"Rodentia","","Zapodidae","Macrognathomys",15.97,4.9,10.435,11.07
"1189","Euarchontoglires","Placentalia",0,"Rodentia","","Erethizontidae","Neosteiromys",15.97,4,9.985,11.97
"1190","Euarchontoglires","Placentalia",0,"Rodentia","","Caviidae","Orthomyctera",15.97,3,9.485,12.97
"1191","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Sinocastor",15.97,2.588,9.279,13.382
"1192","Euarchontoglires","Placentalia",0,"Rodentia","","Dipodidae","Paralactaga",15.97,2.588,9.279,13.382
"1193","Euarchontoglires","Placentalia",0,"Scandentia","","Tupaiidae","Tupaia",15.97,2.588,9.279,13.382
"1194","Euarchontoglires","Placentalia",0,"Rodentia","","Hydrochoeridae","Cardiatherium",15.97,0.781,8.3755,15.189
"1195","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Alilepus",15.97,0.3,8.135,15.67
"1196","Euarchontoglires","Placentalia",0,"Rodentia","","Castoridae","Trogontherium",15.97,0.0117,7.99085,15.9583
"1197","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Eliomys",15.97,0.0117,7.99085,15.9583
"1198","Euarchontoglires","Placentalia",0,"Rodentia","","Siphneidae","Prosiphneus",15.97,0.0117,7.99085,15.9583
"1199","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Ochotona",15.97,0,7.985,15.97
"1200","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Leakeymys",13.82,11.62,12.72,2.2
"1201","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Kenyapithecus",13.82,11.62,12.72,2.2
"1202","Euarchontoglires","Placentalia",0,"Lagomorpha","","","Tsaganolagus",13.82,11.62,12.72,2.2
"1203","Euarchontoglires","Placentalia",0,"Primates","","Cercopithecidae","Mesopithecus",13.82,4.2,9.01,9.62
"1204","Euarchontoglires","Placentalia",0,"Primates","","Atelidae","Miocallicebus",13.8,11.8,12.8,2
"1205","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Lagonimico",13.8,11.8,12.8,2
"1206","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Micodon",13.8,11.8,12.8,2
"1207","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Patasola",13.8,11.8,12.8,2
"1208","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Olenopsis",13.8,11.8,12.8,2
"1209","Euarchontoglires","Placentalia",0,"Rodentia","","Echimyidae","Ricardomys",13.8,11.8,12.8,2
"1210","Euarchontoglires","Placentalia",0,"Rodentia","","Erethizontidae","Microsteiromys",13.8,11.8,12.8,2
"1211","Euarchontoglires","Placentalia",0,"Primates","","Pitheciidae","Mohanamico",13.8,11.8,12.8,2
"1212","Euarchontoglires","Placentalia",0,"Primates","","Pitheciidae","Nuciruptor",13.8,11.8,12.8,2
"1213","Euarchontoglires","Placentalia",0,"Primates","","Atelidae","Stirtonia",13.8,5.333,9.5665,8.467
"1214","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Potamarchus",13.8,5.333,9.5665,8.467
"1215","Euarchontoglires","Placentalia",0,"Rodentia","","Neoepiblemidae","Neoepiblema",13.8,0.781,7.2905,13.019
"1216","Euarchontoglires","Placentalia",0,"Primates","","Adapidae","Sivaladapis",13.65,11.1,12.375,2.55
"1217","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Mixocricetodon",13.65,11.1,12.375,2.55
"1218","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Griphopithecus",13.65,11.1,12.375,2.55
"1219","Euarchontoglires","Placentalia",0,"Rodentia","","Hystricidae","Sivacanthion",13.65,11.1,12.375,2.55
"1220","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Abelmoschomys",13.6,10.3,11.95,3.3
"1221","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Pseudomyscus",13.6,10.3,11.95,3.3
"1222","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Oklahomalagus",13.6,10.3,11.95,3.3
"1223","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Cynomyoides",13.6,10.3,11.95,3.3
"1224","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Basirepomys",13.6,4.9,9.25,8.7
"1225","Euarchontoglires","Placentalia",0,"Rodentia","","Zapodidae","Pliozapus",13.6,4.9,9.25,8.7
"1226","Euarchontoglires","Placentalia",0,"Rodentia","","Geomyidae","Pliosaccomys",13.6,2.588,8.094,11.012
"1227","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Antecalomys",13.6,1.8,7.7,11.8
"1228","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Paronychomys",13.6,1.8,7.7,11.8
"1229","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Pierolapithecus",12.75,11.1,11.925,1.65
"1230","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Hispanomys",12.75,5.333,9.0415,7.417
"1231","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Collimys",11.62,7.246,9.433,4.374
"1232","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Rotundomys",11.62,7.246,9.433,4.374
"1233","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Anthracoglis",11.62,7.246,9.433,4.374
"1234","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Karnimata",11.62,7.246,9.433,4.374
"1235","Euarchontoglires","Placentalia",0,"Rodentia","","Viscacidae","Simplimus",11.62,7.246,9.433,4.374
"1236","Euarchontoglires","Placentalia",0,"Primates","","Atelidae","Solimoea",11.62,5.333,8.4765,6.287
"1237","Euarchontoglires","Placentalia",0,"Primates","","Cebidae","Acrecebus",11.62,5.333,8.4765,6.287
"1238","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Cricetulodon",11.62,5.333,8.4765,6.287
"1239","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Eumegamys",11.62,5.333,8.4765,6.287
"1240","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Telicomys",11.62,5.333,8.4765,6.287
"1241","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Khoratpithecus",11.62,5.333,8.4765,6.287
"1242","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Oreopithecus",11.62,5.333,8.4765,6.287
"1243","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Paludotona",11.62,5.333,8.4765,6.287
"1244","Euarchontoglires","Placentalia",0,"Primates","","","Samburupithecus",11.62,5.333,8.4765,6.287
"1245","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Huerzelerimys",11.62,4.9,8.26,6.72
"1246","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Gyriabrus",11.62,3.6,7.61,8.02
"1247","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Ardipithecus",11.62,3.6,7.61,8.02
"1248","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Progonomys",11.62,3.2,7.41,8.42
"1249","Euarchontoglires","Placentalia",0,"Rodentia","","Hystricidae","Xenohystrix",11.62,2.588,7.104,9.032
"1250","Euarchontoglires","Placentalia",0,"Rodentia","","Neoepiblemidae","Phoberomys",11.62,2.588,7.104,9.032
"1251","Euarchontoglires","Placentalia",0,"Lagomorpha","","Ochotonidae","Proochotona",11.62,2.588,7.104,9.032
"1252","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Neocricetodon",11.62,0.781,6.2005,10.839
"1253","Euarchontoglires","Placentalia",0,"Rodentia","","Hydrochoeridae","Phugatherium",11.62,0.3,5.96,11.32
"1254","Euarchontoglires","Placentalia",0,"Lagomorpha","","Leporidae","Serengetilagus",11.62,0.126,5.873,11.494
"1255","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Parapodemus",11.62,0.126,5.873,11.494
"1256","Euarchontoglires","Placentalia",0,"Primates","","Cercopithecidae","Cercopithecoides",11.62,0.0117,5.81585,11.6083
"1257","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Australopithecus",11.62,0.0117,5.81585,11.6083
"1258","Euarchontoglires","Placentalia",0,"Rodentia","","Hystricidae","Atherurus",11.62,0.0117,5.81585,11.6083
"1259","Euarchontoglires","Placentalia",0,"Primates","","Cercopithecidae","Macaca",11.62,0,5.81,11.62
"1260","Euarchontoglires","Placentalia",0,"Rodentia","","Hystricidae","Hystrix",11.62,0,5.81,11.62
"1261","Euarchontoglires","Placentalia",0,"Rodentia","","Sciuridae","Paraxerus",11.62,0,5.81,11.62
"1262","Euarchontoglires","Placentalia",0,"Rodentia","","Spalacidae","Tachyoryctes",11.62,0,5.81,11.62
"1263","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Hispanopithecus",11.608,8.7,10.154,2.908
"1264","Euarchontoglires","Placentalia",0,"Rodentia","","Cricetidae","Zramys",11.608,5.333,8.4705,6.275
"1265","Euarchontoglires","Placentalia",0,"Rodentia","","Diatomyidae","Willmus",11.608,5.333,8.4705,6.275
"1266","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Pseudopotamarchus",11.608,5.333,8.4705,6.275
"1267","Euarchontoglires","Placentalia",0,"Rodentia","","Echimyidae","Reigechimys",11.608,5.333,8.4705,6.275
"1268","Euarchontoglires","Placentalia",0,"Rodentia","","Eomyidae","Omboomys",11.608,5.333,8.4705,6.275
"1269","Euarchontoglires","Placentalia",0,"Rodentia","","Gliridae","Stertomys",11.608,5.333,8.4705,6.275
"1270","Euarchontoglires","Placentalia",0,"Primates","","Hominidae","Graecopithecus",11.608,5.333,8.4705,6.275
"1271","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Mikrotia",11.608,5.333,8.4705,6.275
"1272","Euarchontoglires","Placentalia",0,"Rodentia","","Octodontidae","Palaeoctodon",11.608,5.333,8.4705,6.275
"1273","Euarchontoglires","Placentalia",0,"Primates","","Sivaladapidae","Indraloris",11.608,5.333,8.4705,6.275
"1274","Euarchontoglires","Placentalia",0,"Rodentia","","Spalacidae","Rhizomyoides",11.608,5.333,8.4705,6.275
"1275","Euarchontoglires","Placentalia",0,"Rodentia","","Thryonomyidae","Protohummus",11.608,5.333,8.4705,6.275
"1276","Euarchontoglires","Placentalia",0,"Rodentia","","","Chasichimys",11.608,5.333,8.4705,6.275
"1277","Euarchontoglires","Placentalia",0,"Rodentia","","Calomyscidae","Calomyscus",11.608,4.9,8.254,6.708
"1278","Euarchontoglires","Placentalia",0,"Rodentia","","Octodontidae","Phtoramys",11.608,4,7.804,7.608
"1279","Euarchontoglires","Placentalia",0,"Rodentia","","Abrocomidae","Protabrocoma",11.608,3.6,7.604,8.008
"1280","Euarchontoglires","Placentalia",0,"Rodentia","","Zapodidae","Eozapus",11.608,3.6,7.604,8.008
"1281","Euarchontoglires","Placentalia",0,"Rodentia","","Muridae","Centralomys",11.608,3.2,7.404,8.408
"1282","Euarchontoglires","Placentalia",0,"Rodentia","","Caviidae","Cardiomys",11.608,3,7.304,8.608
"1283","Euarchontoglires","Placentalia",0,"Rodentia","","Caviidae","Palaeocavia",11.608,3,7.304,8.608
"1284","Euarchontoglires","Placentalia",0,"Rodentia","","Dinomyidae","Tetrastylus",11.608,3,7.304,8.608
"1285","Euarchontoglires","Placentalia",0,"Rodentia","","","Neophanomys",11.608,3,7.304,8.608
"1286","Euarchontoglires","Placentalia",0,"Rodentia","","Caviidae","Caviodon",11.608,2.588,7.098,9.02
