"rank" "probability" "cumulative" "Core_shifts"
"15" 15 0.005 0.203 5
"16" 16 0.004 0.207 6
"17" 17 0.004 0.211 6
"18" 18 0.004 0.215 6
"19" 19 0.004 0.219 6
"20" 20 0.004 0.223 6
"21" 21 0.004 0.227 5
"22" 22 0.003 0.23 6
"23" 23 0.003 0.233 6
"24" 24 0.003 0.236 6
"25" 25 0.003 0.239 5
"26" 26 0.003 0.242 7
"27" 27 0.003 0.245 6
"28" 28 0.003 0.248 6
"29" 29 0.003 0.251 4
"30" 30 0.002 0.253 6
"31" 31 0.002 0.255 6
"32" 32 0.002 0.257 8
"33" 33 0.002 0.259 6
"34" 34 0.002 0.261 6
"35" 35 0.002 0.263 6
"36" 36 0.002 0.265 5
"37" 37 0.002 0.267 6
"38" 38 0.002 0.269 5
"39" 39 0.002 0.271 6
"40" 40 0.002 0.273 6
"41" 41 0.002 0.275 6
"42" 42 0.002 0.277 6
"43" 43 0.002 0.279 5
"44" 44 0.002 0.281 6
"45" 45 0.002 0.283 6
"46" 46 0.002 0.285 6
"47" 47 0.002 0.287 6
"48" 48 0.002 0.289 7
"49" 49 0.002 0.291 5
"50" 50 0.002 0.293 6
"51" 51 0.002 0.295 6
"52" 52 0.002 0.297 6
"53" 53 0.002 0.299 6
"54" 54 0.002 0.301 4
"55" 55 0.002 0.303 5
"56" 56 0.002 0.305 5
"57" 57 0.002 0.307 6
"58" 58 0.002 0.309 5
"59" 59 0.002 0.311 6
"60" 60 0.001 0.312 7
"61" 61 0.001 0.313 8
"62" 62 0.001 0.314 7
"63" 63 0.001 0.315 7
"64" 64 0.001 0.316 7
"65" 65 0.001 0.317 8
"66" 66 0.001 0.318 6
"67" 67 0.001 0.319 7
"68" 68 0.001 0.32 7
"69" 69 0.001 0.321 7
"70" 70 0.001 0.322 7
"71" 71 0.001 0.323 6
"72" 72 0.001 0.324 8
"73" 73 0.001 0.325 8
"74" 74 0.001 0.326 9
"75" 75 0.001 0.327 7
"76" 76 0.001 0.328 6
"77" 77 0.001 0.329 7
"78" 78 0.001 0.33 7
"79" 79 0.001 0.331 7
"80" 80 0.001 0.332 5
"81" 81 0.001 0.333 8
"82" 82 0.001 0.334 7
"83" 83 0.001 0.335 7
"84" 84 0.001 0.336 7
"85" 85 0.001 0.337 7
"86" 86 0.001 0.338 7
"87" 87 0.001 0.339 7
"88" 88 0.001 0.34 8
"89" 89 0.001 0.341 7
"90" 90 0.001 0.342 10
"91" 91 0.001 0.343 6
"92" 92 0.001 0.344 6
"93" 93 0.001 0.345 11
"94" 94 0.001 0.346 10
"95" 95 0.001 0.347 6
"96" 96 0.001 0.348 7
"97" 97 0.001 0.349 7
"98" 98 0.001 0.35 6
"99" 99 0.001 0.351 6
"100" 100 0.001 0.352 9
"101" 101 0.001 0.353 7
"102" 102 0.001 0.354 6
"103" 103 0.001 0.355 7
"104" 104 0.001 0.356 7
"105" 105 0.001 0.357 8
"106" 106 0.001 0.358 6
"107" 107 0.001 0.359 6
"108" 108 0.001 0.36 7
"109" 109 0.001 0.361 6
"110" 110 0.001 0.362 9
"111" 111 0.001 0.363 9
"112" 112 0.001 0.364 6
"113" 113 0.001 0.365 7
"114" 114 0.001 0.366 6
"115" 115 0.001 0.367 6
"116" 116 0.001 0.368 8
"117" 117 0.001 0.369 9
"118" 118 0.001 0.37 7
"119" 119 0.001 0.371 7
"120" 120 0.001 0.372 7
"121" 121 0.001 0.373 7
"122" 122 0.001 0.374 9
"123" 123 0.001 0.375 6
"124" 124 0.001 0.376 8
"125" 125 0.001 0.377 8
"126" 126 0.001 0.378 6
"127" 127 0.001 0.379 9
"128" 128 0.001 0.38 8
"129" 129 0.001 0.381 5
"130" 130 0.001 0.382 6
"131" 131 0.001 0.383 7
"132" 132 0.001 0.384 10
"133" 133 0.001 0.385 8
"134" 134 0.001 0.386 7
"135" 135 0.001 0.387 9
"136" 136 0.001 0.388 7
"137" 137 0.001 0.389 6
"138" 138 0.001 0.39 7
"139" 139 0.001 0.391 7
"140" 140 0.001 0.392 6
"141" 141 0.001 0.393 7
"142" 142 0.001 0.394 6
"143" 143 0.001 0.395 5
"144" 144 0.001 0.396 5
"145" 145 0.001 0.397 9
"146" 146 0.001 0.398 6
"147" 147 0.001 0.399 7
"148" 148 0.001 0.4 8
"149" 149 0.001 0.401 6
"150" 150 0.001 0.402 7
"151" 151 0.001 0.403 6
"152" 152 0.001 0.404 7
"153" 153 0.001 0.405 7
"154" 154 0.001 0.406 7
"155" 155 0.001 0.407 8
"156" 156 0.001 0.408 6
"157" 157 0.001 0.409 6
"158" 158 0.001 0.41 8
"159" 159 0.001 0.411 5
"160" 160 0.001 0.412 6
"161" 161 0.001 0.413 5
"162" 162 0.001 0.414 6
"163" 163 0.001 0.415 6
"164" 164 0.001 0.416 6
"165" 165 0.001 0.417 5
"166" 166 0.001 0.418 8
"167" 167 0.001 0.419 9
"168" 168 0.001 0.42 6
"169" 169 0.001 0.421 5
"170" 170 0.001 0.422 8
"171" 171 0.001 0.423 8
"172" 172 0.001 0.424 8
