generation,rank_1,rank_2,swapAccepted
119000,3,4,0
120000,1,2,1
121000,1,3,1
122000,1,4,0
123000,2,3,1
124000,1,4,0
125000,3,4,1
126000,1,3,1
127000,2,4,1
128000,1,3,1
129000,1,3,0
130000,3,4,1
131000,2,4,0
132000,3,4,1
133000,2,3,1
134000,1,3,0
135000,2,4,1
136000,1,4,0
137000,2,3,1
138000,1,3,0
139000,2,4,1
140000,1,2,0
141000,2,4,1
142000,3,4,1
143000,1,4,0
144000,3,4,1
145000,2,3,0
146000,3,4,1
147000,2,4,1
148000,2,4,1
149000,1,3,0
150000,1,2,0
151000,1,4,0
152000,2,4,0
153000,2,4,0
154000,1,2,0
155000,1,2,0
156000,3,4,1
157000,1,4,0
158000,1,3,0
159000,1,2,1
160000,2,3,1
161000,1,4,1
162000,3,4,0
163000,1,3,1
164000,2,4,1
165000,1,3,0
166000,1,3,0
167000,2,3,1
168000,3,4,1
169000,1,3,0
170000,2,4,1
171000,1,4,0
172000,2,4,1
173000,2,3,1
174000,1,3,0
175000,1,3,0
176000,1,2,0
177000,2,4,1
178000,1,3,0
179000,1,3,0
180000,3,4,1
181000,1,4,0
182000,1,2,1
183000,1,2,1
184000,3,4,1
185000,1,4,0
186000,2,3,1
187000,1,2,0
188000,3,4,1
189000,2,3,0
190000,1,2,0
191000,1,2,1
192000,1,4,1
193000,2,4,0
194000,1,2,1
195000,2,4,1
196000,1,3,0
197000,1,4,1
198000,1,4,1
199000,1,4,0
200000,1,4,0
201000,3,4,1
202000,2,4,0
203000,2,3,1
204000,1,3,0
205000,2,3,1
206000,1,3,0
207000,3,4,1
208000,3,4,1
209000,2,3,1
210000,2,4,0
211000,1,4,0
212000,3,4,0
213000,3,4,1
214000,1,4,0
215000,1,4,0
216000,1,2,0
217000,2,4,1
218000,2,3,0
219000,1,2,0
220000,1,4,0
221000,1,3,0
222000,3,4,1
223000,2,4,0
224000,1,2,1
225000,1,2,1
226000,3,4,1
227000,2,4,1
228000,1,4,0
229000,2,3,1
230000,1,2,0
231000,1,2,0
232000,3,4,1
233000,1,4,0
234000,2,3,1
235000,3,4,1
236000,1,4,0
237000,1,3,0
238000,2,4,1
239000,1,2,1
240000,3,4,1
241000,2,4,0
242000,1,2,1
243000,2,3,1
244000,2,3,1
245000,2,3,1
246000,2,3,1
247000,2,4,1
248000,3,4,1
249000,1,2,1
250000,1,2,1
251000,2,4,1
252000,1,2,0
253000,1,3,1
254000,1,2,1
255000,1,2,1
256000,1,3,1
257000,2,4,1
258000,1,4,0
259000,1,4,0
260000,2,3,1
261000,1,2,0
262000,2,4,1
263000,1,3,0
264000,2,3,1
265000,1,2,1
266000,1,3,0
267000,2,3,0
268000,2,4,0
269000,3,4,1
270000,1,4,0
271000,1,2,1
272000,2,4,1
273000,2,4,1
274000,2,4,1
275000,2,3,1
276000,1,4,0
277000,2,3,1
278000,1,2,0
279000,3,4,1
280000,2,3,1
281000,1,3,0
282000,2,3,1
283000,3,4,1
284000,2,3,1
285000,1,3,0
286000,3,4,1
287000,2,4,1
288000,2,4,1
289000,2,4,1
290000,1,3,0
291000,2,4,1
292000,3,4,1
293000,1,4,0
294000,1,2,0
295000,3,4,1
296000,3,4,1
297000,2,3,1
298000,1,2,0
299000,2,4,1
300000,1,4,0
301000,2,4,1
302000,1,2,0
303000,1,2,0
304000,3,4,1
305000,2,3,1
306000,3,4,1
307000,1,2,0
308000,1,3,0
309000,1,2,0
310000,1,4,0
311000,1,2,0
312000,1,2,0
313000,1,2,0
314000,1,2,0
315000,1,4,0
316000,2,4,0
317000,2,3,1
318000,1,2,0
319000,2,3,1
320000,2,3,1
321000,2,4,1
322000,2,4,1
323000,2,4,1
324000,2,4,1
325000,1,4,1
326000,2,3,1
327000,3,4,1
328000,1,4,0
329000,1,3,1
330000,2,4,1
331000,1,2,0
332000,1,4,0
333000,1,3,0
334000,1,3,0
335000,1,4,0
336000,1,4,0
337000,2,4,1
338000,1,3,0
339000,1,2,0
340000,1,2,1
341000,1,2,1
342000,2,4,1
343000,2,4,1
344000,1,4,0
345000,2,4,0
346000,3,4,1
347000,1,2,1
348000,1,3,1
349000,1,3,1
350000,2,4,0
351000,1,4,0
352000,1,2,1
353000,1,3,0
354000,1,4,0
355000,2,4,1
356000,1,3,1
357000,2,3,1
358000,3,4,1
359000,1,2,1
360000,1,2,0
361000,3,4,0
362000,1,3,0
363000,1,2,0
364000,1,4,0
365000,1,4,0
366000,2,3,1
367000,1,2,0
368000,2,4,1
369000,1,3,0
370000,1,2,0
371000,3,4,1
372000,1,3,0
373000,1,2,0
374000,1,4,0
375000,1,4,0
376000,1,2,0
377000,2,4,0
378000,2,4,0
379000,2,3,1
380000,1,3,1
381000,3,4,0
382000,1,4,0
383000,2,4,1
384000,2,4,1
385000,1,2,1
386000,3,4,0
387000,1,2,1
388000,2,3,1
389000,2,4,0
390000,1,2,1
391000,1,2,0
392000,1,2,0
393000,1,3,0
394000,1,4,0
395000,1,2,0
396000,2,4,1
397000,1,4,0
398000,3,4,1
399000,1,4,0
400000,1,4,0
401000,1,3,0
402000,1,2,1
403000,1,4,1
404000,2,3,0
405000,1,3,1
406000,1,4,1
407000,1,2,1
408000,3,4,1
409000,1,3,0
410000,1,4,0
411000,2,3,1
412000,3,4,1
413000,1,2,0
414000,3,4,1
415000,1,3,0
416000,1,3,0
417000,1,3,0
418000,1,3,0
419000,2,4,1
420000,1,2,0
421000,1,2,0
422000,1,2,0
423000,3,4,1
424000,1,3,0
425000,3,4,1
426000,2,3,1
427000,2,4,0
428000,2,3,0
429000,3,4,1
430000,2,3,1
431000,1,4,0
432000,1,3,0
433000,1,4,0
434000,1,2,1
435000,1,3,1
436000,1,3,0
437000,2,3,0
438000,1,4,0
439000,2,3,0
440000,3,4,1
441000,1,4,1
442000,3,4,1
443000,1,4,1
444000,3,4,0
445000,1,3,1
446000,1,2,1
447000,1,2,0
448000,1,2,0
449000,2,4,0
450000,1,3,0
451000,3,4,1
452000,1,4,0
453000,2,4,0
454000,1,3,0
455000,1,4,0
456000,1,4,0
457000,1,4,0
458000,2,3,0
459000,1,3,0
460000,1,4,0
461000,1,2,1
462000,2,3,0
463000,2,3,0
464000,1,3,0
465000,2,4,0
466000,1,2,1
467000,1,2,0
468000,1,4,0
469000,2,4,0
470000,3,4,1
471000,2,4,0
472000,3,4,0
473000,1,4,0
474000,1,4,0
475000,1,3,0
476000,2,3,0
477000,1,2,1
478000,2,3,0
479000,3,4,1
480000,1,3,0
481000,1,4,0
482000,2,3,0
483000,2,3,1
484000,1,3,1
485000,3,4,1
486000,2,3,1
487000,1,4,0
488000,1,3,0
489000,1,3,0
490000,2,3,1
491000,1,4,0
492000,1,3,0
493000,1,2,0
494000,1,4,0
495000,1,4,0
496000,2,4,1
497000,2,3,0
498000,2,3,0
499000,2,4,0
500000,2,3,0
501000,1,2,0
502000,1,4,0
503000,1,3,0
504000,2,3,1
505000,2,3,1
506000,1,4,0
507000,1,2,1
508000,1,4,0
509000,1,3,0
510000,2,4,0
511000,3,4,1
512000,3,4,1
513000,1,3,0
514000,2,4,0
515000,2,4,0
516000,1,3,1
517000,2,4,0
518000,1,4,1
519000,1,4,1
520000,1,2,1
521000,2,3,1
522000,3,4,1
523000,2,3,0
524000,3,4,1
525000,1,4,0
526000,1,3,1
527000,2,3,1
528000,1,4,1
529000,2,3,1
530000,3,4,0
531000,1,4,0
532000,1,3,1
533000,1,4,0
534000,2,4,0
535000,1,4,0
536000,1,2,1
537000,1,2,1
538000,2,4,0
539000,1,4,0
540000,1,2,0
541000,1,4,0
542000,1,2,1
543000,1,4,0
544000,1,4,0
545000,1,2,1
546000,2,4,0
547000,2,4,0
548000,2,3,0
549000,3,4,0
550000,1,3,0
551000,1,2,1
552000,1,4,0
553000,3,4,0
554000,2,4,0
555000,2,3,0
556000,1,2,1
557000,2,4,1
558000,1,3,0
559000,3,4,1
560000,2,3,1
561000,2,3,1
562000,1,2,0
563000,3,4,1
564000,1,2,1
565000,1,2,1
566000,1,2,0
567000,1,3,0
568000,1,4,1
569000,1,3,0
570000,1,2,0
571000,1,4,1
572000,1,3,0
573000,3,4,1
574000,1,2,1
575000,3,4,1
576000,2,3,1
577000,1,4,1
578000,1,4,0
579000,1,2,1
580000,2,4,0
581000,2,4,0
582000,1,4,1
583000,1,3,1
584000,1,2,1
585000,1,2,1
586000,1,4,0
587000,2,4,0
588000,2,3,0
589000,1,2,1
590000,2,4,0
591000,1,3,0
592000,2,4,0
593000,1,4,0
594000,1,2,1
595000,2,4,0
596000,2,4,0
597000,2,4,0
598000,1,2,1
599000,2,4,0
600000,1,4,0
601000,2,3,0
602000,2,4,1
603000,2,3,1
604000,2,3,0
605000,3,4,1
606000,1,2,0
607000,1,4,0
608000,1,3,1
609000,1,2,0
610000,3,4,0
611000,2,3,1
612000,1,4,0
613000,3,4,1
614000,1,2,1
615000,3,4,1
616000,1,4,0
617000,1,3,0
618000,2,3,0
619000,2,3,1
620000,1,3,1
621000,2,4,1
622000,1,4,0
623000,1,4,0
624000,1,2,0
625000,1,2,0
626000,2,4,1
627000,2,4,1
628000,2,4,1
629000,2,4,1
630000,2,3,1
631000,1,3,0
632000,2,3,1
633000,2,3,1
634000,1,3,0
635000,2,4,0
636000,1,4,0
637000,1,3,0
638000,2,4,0
639000,1,3,0
640000,2,4,0
641000,1,2,1
642000,1,4,0
643000,1,2,1
644000,1,4,0
645000,1,2,0
646000,1,3,0
647000,1,4,0
648000,3,4,1
649000,1,2,0
650000,3,4,1
651000,2,3,0
652000,3,4,1
653000,1,4,0
654000,1,2,0
655000,3,4,1
656000,3,4,1
657000,2,4,0
658000,1,3,0
659000,1,3,0
660000,3,4,1
661000,1,4,0
662000,1,2,1
663000,2,4,0
664000,2,3,0
665000,1,3,0
666000,3,4,1
667000,2,4,0
668000,2,4,1
669000,2,3,1
670000,2,4,1
671000,2,3,0
672000,2,4,0
673000,2,4,0
674000,1,2,1
675000,1,4,1
676000,1,2,1
677000,1,2,1
678000,3,4,1
679000,2,3,1
680000,2,4,0
681000,1,2,1
682000,2,4,0
683000,2,3,1
684000,1,3,0
685000,3,4,0
686000,1,2,1
687000,1,3,1
688000,1,4,0
689000,1,3,1
690000,2,4,0
691000,1,2,1
692000,2,3,1
693000,2,4,0
694000,1,4,0
695000,1,3,1
696000,2,4,0
697000,3,4,1
698000,1,3,0
699000,1,4,1
700000,1,4,0
701000,1,4,1
702000,2,4,1
703000,2,3,0
704000,2,3,0
705000,3,4,1
706000,2,4,0
707000,1,2,1
708000,1,4,0
709000,2,3,1
710000,2,4,0
711000,2,3,1
712000,2,3,1
713000,1,3,1
714000,1,2,1
715000,3,4,0
716000,1,2,1
717000,1,3,1
718000,2,4,1
719000,2,3,1
720000,1,2,1
721000,2,4,1
722000,1,3,1
723000,1,4,1
724000,2,3,1
725000,1,2,0
726000,2,3,1
727000,3,4,0
728000,1,4,0
729000,2,3,1
730000,1,2,1
731000,1,2,1
732000,3,4,1
733000,2,3,1
734000,3,4,1
735000,3,4,1
736000,3,4,0
737000,1,2,0
738000,1,3,1
739000,2,3,1
740000,1,2,1
741000,2,4,1
742000,1,3,0
743000,1,2,1
744000,1,2,1
745000,1,2,1
746000,2,4,0
747000,1,2,1
748000,3,4,1
749000,1,3,0
750000,1,4,0
751000,2,4,1
752000,1,2,0
753000,1,3,1
754000,3,4,0
755000,3,4,0
756000,1,4,0
757000,2,4,1
758000,2,3,1
759000,1,4,0
760000,1,3,1
761000,1,3,1
762000,1,4,0
763000,1,3,1
764000,3,4,0
765000,1,4,0
766000,1,4,0
767000,1,3,1
768000,1,4,0
769000,2,4,0
770000,3,4,1
771000,2,4,0
772000,2,4,1
773000,1,2,0
774000,1,3,0
775000,1,4,1
776000,1,2,0
777000,3,4,1
778000,2,3,1
779000,2,3,1
780000,2,4,1
781000,1,2,1
782000,1,2,1
783000,1,3,1
784000,2,3,1
785000,1,4,1
786000,3,4,1
787000,1,3,0
788000,1,4,0
789000,2,4,0
790000,2,3,1
791000,3,4,1
792000,2,4,1
793000,3,4,1
794000,1,2,1
795000,3,4,0
796000,1,2,1
797000,1,2,1
798000,1,2,0
799000,1,2,0
800000,3,4,1
801000,1,3,0
802000,1,4,1
803000,2,4,0
804000,1,4,1
805000,1,3,0
806000,2,3,0
807000,2,3,0
808000,3,4,1
809000,2,3,1
810000,1,3,1
811000,1,3,1
812000,1,2,1
813000,3,4,0
814000,2,4,0
815000,2,4,0
816000,3,4,1
817000,1,4,1
818000,2,4,1
819000,2,4,1
820000,1,2,1
821000,1,2,0
822000,1,4,0
823000,1,2,1
824000,1,3,1
825000,1,4,1
826000,1,4,1
827000,1,3,1
828000,1,2,1
829000,1,4,1
830000,3,4,1
831000,1,2,1
832000,3,4,1
833000,1,4,1
834000,1,3,0
835000,1,2,1
836000,2,4,1
837000,1,3,0
838000,1,4,1
839000,1,4,1
840000,2,3,1
841000,2,3,1
842000,1,2,1
843000,1,3,1
844000,1,4,1
845000,1,2,1
846000,2,4,1
847000,1,4,0
848000,3,4,1
849000,3,4,1
850000,3,4,1
851000,2,4,1
852000,2,3,1
853000,1,2,1
854000,2,3,1
855000,1,4,0
856000,2,3,0
857000,1,4,1
858000,1,3,1
859000,1,2,1
860000,1,4,1
861000,1,3,1
862000,1,2,1
863000,2,4,1
864000,2,3,1
865000,1,2,1
866000,1,4,1
867000,1,2,1
868000,1,4,1
869000,2,4,1
870000,3,4,0
871000,1,4,0
872000,2,3,1
873000,1,4,0
874000,1,4,0
875000,3,4,0
876000,2,4,1
877000,1,3,0
878000,1,3,1
879000,2,4,1
880000,2,4,0
881000,3,4,1
882000,1,4,1
883000,1,4,1
884000,1,3,0
885000,1,3,1
886000,2,3,1
887000,1,4,1
888000,3,4,1
889000,3,4,1
890000,2,3,1
891000,1,3,1
892000,2,4,1
893000,1,4,1
894000,2,3,1
895000,1,2,1
896000,1,2,1
897000,1,3,0
898000,3,4,1
899000,2,4,0
900000,2,4,0
901000,2,3,1
902000,3,4,0
903000,1,2,1
904000,1,3,0
905000,1,3,1
906000,1,3,1
907000,2,4,0
908000,3,4,1
909000,1,4,1
910000,2,4,0
911000,1,4,1
912000,1,2,1
913000,3,4,1
914000,1,3,0
915000,1,4,0
916000,2,4,0
917000,2,4,0
918000,1,2,1
919000,2,3,1
920000,1,2,1
921000,2,3,1
922000,1,3,1
923000,1,4,0
924000,2,3,1
925000,1,2,1
926000,1,2,1
927000,1,3,1
928000,2,3,1
929000,2,3,1
930000,1,2,1
931000,2,4,0
932000,1,2,1
933000,1,3,1
934000,2,4,1
935000,1,2,0
936000,1,3,1
937000,2,4,1
938000,2,3,1
939000,1,3,1
940000,2,3,1
941000,1,2,1
942000,2,4,1
943000,1,2,0
944000,1,2,1
945000,2,3,1
946000,1,4,1
947000,1,4,1
948000,1,3,1
949000,1,2,0
950000,1,2,1
951000,3,4,1
952000,2,4,0
953000,2,4,0
954000,1,2,1
955000,1,4,0
956000,1,4,0
957000,1,3,1
958000,2,3,0
959000,1,2,1
960000,1,4,1
961000,1,3,1
962000,2,3,1
963000,1,4,0
964000,1,4,0
965000,2,4,1
966000,1,2,1
967000,1,2,1
968000,1,4,0
969000,2,4,0
970000,1,2,1
971000,1,4,1
972000,2,3,1
973000,1,4,1
974000,3,4,0
975000,1,3,1
976000,2,4,0
977000,1,2,1
978000,1,2,1
979000,1,2,1
980000,3,4,0
981000,2,4,0
982000,1,2,1
983000,3,4,1
984000,2,3,1
985000,2,3,1
986000,1,3,0
987000,1,2,1
988000,1,4,1
989000,1,2,1
990000,2,4,1
991000,2,4,1
992000,1,4,1
993000,2,3,1
994000,1,2,0
995000,1,3,1
996000,2,3,1
997000,1,4,0
998000,2,3,0
999000,1,2,1
1000000,3,4,1
1001000,2,3,1
1002000,2,3,1
1003000,3,4,1
1004000,1,4,1
1005000,1,3,0
1006000,1,3,1
1007000,2,3,0
1008000,3,4,1
1009000,1,2,1
1010000,3,4,1
1011000,2,4,1
1012000,3,4,1
1013000,2,4,1
1014000,2,3,0
1015000,2,4,1
1016000,2,4,1
1017000,2,3,0
1018000,2,3,0
1019000,2,3,0
1020000,3,4,1
1021000,3,4,1
1022000,2,3,1
1023000,3,4,1
1024000,2,4,1
1025000,1,2,1
1026000,2,4,0
1027000,1,2,1
1028000,1,2,0
1029000,1,3,1
1030000,1,4,0
1031000,2,4,0
1032000,2,4,1
1033000,2,3,1
1034000,1,3,1
1035000,2,3,0
1036000,1,4,1
1037000,2,3,1
1038000,1,2,1
1039000,2,4,1
1040000,1,4,0
1041000,2,4,1
1042000,3,4,1
1043000,2,3,0
1044000,2,3,0
1045000,1,4,1
1046000,2,4,1
1047000,1,4,0
1048000,1,4,0
1049000,3,4,1
1050000,1,4,1
1051000,2,4,1
1052000,3,4,1
1053000,3,4,1
1054000,3,4,1
1055000,3,4,1
1056000,2,3,1
1057000,1,3,1
1058000,3,4,1
1059000,2,4,1
1060000,3,4,1
1061000,2,3,1
1062000,1,4,1
1063000,2,3,0
1064000,2,3,0
1065000,3,4,1
1066000,1,4,1
1067000,1,3,1
1068000,3,4,1
1069000,2,3,1
1070000,1,2,1
1071000,2,4,1
1072000,1,3,1
1073000,2,4,1
1074000,3,4,1
1075000,2,4,1
1076000,1,2,1
1077000,2,4,1
1078000,1,4,1
1079000,1,2,1
1080000,2,4,0
1081000,2,4,0
1082000,2,4,1
1083000,1,4,0
1084000,1,3,1
1085000,1,4,0
1086000,1,3,1
1087000,2,3,1
1088000,2,3,0
1089000,1,2,0
1090000,1,3,1
1091000,1,2,1
1092000,2,3,1
1093000,1,2,1
1094000,2,3,1
1095000,3,4,1
1096000,2,4,1
1097000,3,4,1
1098000,3,4,1
1099000,1,3,1
1100000,3,4,1
1101000,2,3,1
1102000,1,2,1
1103000,1,4,0
1104000,3,4,1
1105000,1,2,1
1106000,1,4,0
1107000,2,4,0
1108000,2,3,1
1109000,1,4,0
1110000,1,4,0
1111000,1,2,0
1112000,2,4,0
1113000,1,2,0
1114000,1,4,1
1115000,3,4,1
1116000,2,4,1
1117000,1,4,0
1118000,1,2,1
1119000,1,2,1
1120000,1,4,0
1121000,2,4,1
1122000,1,2,0
1123000,2,3,1
1124000,1,2,1
1125000,1,4,0
1126000,2,4,1
1127000,1,2,1
1128000,2,4,1
1129000,2,3,1
1130000,3,4,1
1131000,1,3,1
1132000,2,4,1
1133000,2,3,0
1134000,1,2,1
1135000,1,4,0
1136000,1,2,1
1137000,2,4,1
1138000,2,4,1
1139000,3,4,1
1140000,2,3,1
1141000,2,3,1
1142000,2,3,1
1143000,2,4,0
1144000,3,4,1
1145000,2,3,1
1146000,1,4,1
1147000,1,2,1
1148000,1,2,1
1149000,1,3,0
1150000,1,2,1
1151000,2,3,1
1152000,3,4,1
1153000,1,2,1
1154000,3,4,1
1155000,1,4,1
1156000,1,2,0
1157000,1,3,1
1158000,1,4,0
1159000,1,4,1
1160000,3,4,1
1161000,2,3,1
1162000,1,2,1
1163000,1,2,1
1164000,1,3,0
1165000,1,2,1
1166000,1,2,1
1167000,2,3,1
1168000,1,3,1
1169000,1,2,1
1170000,2,4,1
1171000,1,4,1
1172000,1,4,0
1173000,1,4,1
1174000,2,4,1
1175000,2,4,1
1176000,1,2,1
1177000,1,4,1
1178000,1,4,0
1179000,1,4,1
1180000,2,4,1
1181000,2,3,1
1182000,1,4,1
1183000,2,4,1
1184000,1,4,1
1185000,2,4,1
1186000,1,2,1
1187000,2,3,1
1188000,1,3,1
1189000,1,4,1
1190000,1,2,1
1191000,1,2,0
1192000,2,3,1
1193000,1,4,1
1194000,3,4,1
1195000,2,4,0
1196000,1,4,1
1197000,2,4,1
1198000,3,4,0
1199000,2,3,1
1200000,1,2,1
1201000,3,4,0
1202000,1,3,1
1203000,1,2,1
1204000,2,4,1
1205000,2,4,1
1206000,3,4,1
1207000,1,3,1
1208000,2,4,0
1209000,1,4,0
1210000,1,3,1
1211000,1,2,1
1212000,1,2,1
1213000,3,4,1
1214000,2,4,1
1215000,2,3,0
1216000,1,4,1
1217000,2,3,1
1218000,2,4,1
1219000,2,3,1
1220000,2,4,1
1221000,2,3,1
1222000,1,4,1
1223000,2,3,0
1224000,2,3,1
1225000,1,3,1
1226000,2,3,1
1227000,1,4,1
1228000,2,3,1
1229000,2,3,1
1230000,2,3,1
1231000,1,4,1
1232000,2,3,1
1233000,2,3,1
1234000,1,4,1
1235000,2,3,1
1236000,3,4,1
1237000,1,3,1
1238000,1,3,1
1239000,3,4,0
1240000,1,2,1
1241000,3,4,1
1242000,1,2,1
1243000,1,2,1
1244000,2,4,1
1245000,3,4,1
1246000,2,4,0
1247000,3,4,0
1248000,2,4,0
1249000,1,3,1
1250000,1,2,1
1251000,3,4,0
1252000,1,4,1
1253000,1,4,1
1254000,2,4,1
1255000,1,2,0
1256000,2,3,1
1257000,2,4,0
1258000,2,4,1
1259000,1,3,1
1260000,1,2,1
1261000,1,2,1
1262000,1,2,1
1263000,2,4,1
1264000,2,3,1
1265000,1,3,1
1266000,1,4,0
1267000,1,4,0
1268000,1,2,1
1269000,1,4,0
1270000,1,2,1
1271000,1,2,0
1272000,2,4,1
1273000,3,4,1
1274000,1,2,1
1275000,3,4,1
1276000,1,3,1
1277000,1,2,1
1278000,1,2,1
1279000,1,2,1
1280000,1,4,0
1281000,3,4,1
1282000,1,4,0
1283000,1,3,1
1284000,1,2,1
1285000,3,4,0
1286000,1,2,1
1287000,1,2,1
1288000,2,3,1
1289000,2,4,0
1290000,2,3,0
1291000,1,4,0
1292000,2,3,1
1293000,2,3,1
1294000,2,4,1
1295000,1,4,1
1296000,2,4,1
1297000,1,2,1
1298000,1,4,0
1299000,1,3,1
1300000,1,4,1
1301000,1,3,1
1302000,1,4,1
1303000,2,4,1
1304000,3,4,1
1305000,1,4,1
1306000,1,2,1
1307000,1,2,1
1308000,2,3,1
1309000,3,4,1
1310000,2,3,1
1311000,1,3,1
1312000,3,4,1
1313000,1,2,1
1314000,1,3,0
1315000,2,3,0
1316000,2,4,0
1317000,2,3,0
1318000,1,4,0
1319000,2,3,1
1320000,3,4,0
1321000,2,4,0
1322000,2,4,0
1323000,1,4,0
1324000,1,3,1
1325000,1,2,1
1326000,2,4,1
1327000,2,3,1
1328000,1,3,0
1329000,2,3,1
1330000,1,3,1
1331000,3,4,1
1332000,3,4,1
1333000,2,3,1
1334000,3,4,1
1335000,1,3,1
1336000,3,4,1
1337000,2,3,1
1338000,1,2,1
1339000,2,4,1
1340000,2,4,1
1341000,1,3,1
1342000,1,2,1
1343000,1,3,0
1344000,2,3,1
1345000,3,4,1
1346000,1,3,1
1347000,1,2,1
1348000,1,2,1
1349000,1,3,1
1350000,1,2,1
1351000,1,4,1
1352000,1,2,1
1353000,2,3,1
1354000,1,3,1
1355000,3,4,0
1356000,2,4,0
1357000,1,4,0
1358000,3,4,1
1359000,2,4,1
1360000,1,2,1
1361000,1,4,0
1362000,1,4,0
1363000,1,2,0
1364000,1,4,0
1365000,1,3,0
1366000,3,4,1
1367000,1,2,1
1368000,2,3,1
1369000,1,2,1
1370000,3,4,1
1371000,1,3,1
1372000,2,3,1
1373000,2,3,1
1374000,1,4,1
1375000,3,4,1
1376000,2,3,1
1377000,2,3,1
1378000,3,4,1
1379000,3,4,1
1380000,3,4,1
1381000,2,4,0
1382000,2,3,0
1383000,2,3,1
1384000,1,2,1
1385000,1,2,1
1386000,3,4,0
1387000,1,3,1
1388000,2,3,1
1389000,1,4,1
1390000,2,4,1
1391000,1,3,1
1392000,1,3,1
1393000,1,2,1
1394000,3,4,1
1395000,2,4,1
1396000,1,2,0
1397000,1,4,0
1398000,1,4,0
1399000,2,4,1
1400000,3,4,1
1401000,1,2,0
1402000,3,4,1
1403000,2,3,1
1404000,2,4,0
1405000,2,3,1
1406000,2,3,1
1407000,2,3,1
1408000,2,3,1
1409000,3,4,1
1410000,2,3,0
1411000,1,3,0
1412000,2,4,0
1413000,2,3,0
1414000,1,2,0
1415000,3,4,1
1416000,2,4,0
1417000,1,2,1
1418000,2,4,1
1419000,1,2,0
1420000,3,4,1
1421000,3,4,0
1422000,1,2,0
1423000,1,4,0
1424000,3,4,1
1425000,2,4,1
1426000,2,3,1
1427000,1,2,1
1428000,1,4,1
1429000,3,4,1
1430000,2,4,1
1431000,1,3,1
1432000,1,2,1
1433000,1,3,0
1434000,1,3,0
1435000,2,3,0
1436000,1,2,1
1437000,2,4,0
1438000,1,2,1
1439000,1,2,0
1440000,1,3,0
1441000,2,3,1
1442000,1,4,0
1443000,1,3,1
1444000,3,4,1
1445000,1,2,0
1446000,2,4,1
1447000,2,3,1
1448000,3,4,1
1449000,1,4,0
1450000,1,4,1
1451000,2,4,1
1452000,2,4,1
1453000,1,4,1
1454000,1,2,1
1455000,2,3,0
1456000,1,2,1
1457000,2,3,0
1458000,2,4,1
1459000,1,3,1
1460000,1,2,1
1461000,3,4,1
1462000,1,4,1
1463000,1,3,1
1464000,3,4,1
1465000,1,4,0
1466000,1,4,0
1467000,2,4,1
1468000,2,4,0
1469000,1,2,1
1470000,3,4,1
1471000,2,4,1
1472000,3,4,1
1473000,2,4,0
1474000,2,3,1
1475000,2,4,0
1476000,1,3,1
1477000,1,4,0
1478000,1,3,0
1479000,1,4,1
1480000,3,4,1
1481000,1,4,1
1482000,2,3,1
1483000,1,3,1
1484000,1,3,0
1485000,1,3,0
1486000,1,4,0
1487000,1,3,0
1488000,1,3,0
1489000,2,3,1
1490000,1,2,0
1491000,1,2,0
1492000,3,4,1
1493000,1,4,0
1494000,2,4,1
1495000,2,3,1
